"Temp.value","Temp.treatment","Room","System","Species","Mesocosm","Survived","Dispersed"
22,"medium.low","B","B21","Pisaura mirabilis","E37","Y",0
22,"medium.low","B","B22","Pisaura mirabilis","E26","Y",1
22,"medium.low","B","B22","Pisaura mirabilis","E26","Y",0
22,"medium.low","B","B22","Pisaura mirabilis","E26","Y",0
22,"medium.low","B","B22","Pisaura mirabilis","E26","Y",0
22,"medium.low","B","B23","Pisaura mirabilis","E41","Y",0
22,"medium.low","B","B23","Pisaura mirabilis","E41","Y",0
22,"medium.low","B","B23","Pisaura mirabilis","E41","Y",0
22,"medium.low","B","B23","Pisaura mirabilis","E41","Y",0
22,"medium.low","B","B23","Pisaura mirabilis","E41","Y",0
22,"medium.low","B","B24","Pisaura mirabilis","E27","Y",0
22,"medium.low","B","B24","Pisaura mirabilis","E27","Y",0
22,"medium.low","B","B24","Pisaura mirabilis","E27","Y",0
26,"opt","C","C10","Pisaura mirabilis","E34","Y",1
26,"opt","C","C10","Pisaura mirabilis","E34","Y",0
26,"opt","C","C10","Pisaura mirabilis","E34","Y",0
26,"opt","C","C15","Pisaura mirabilis","E38","Y",1
26,"opt","C","C15","Pisaura mirabilis","E38","Y",1
26,"opt","C","C15","Pisaura mirabilis","E38","Y",0
26,"opt","C","C15","Pisaura mirabilis","E38","Y",0
26,"opt","C","C17","Pisaura mirabilis","E29","Y",1
26,"opt","C","C17","Pisaura mirabilis","E29","Y",0
26,"opt","C","C17","Pisaura mirabilis","E29","Y",0
26,"opt","C","C17","Pisaura mirabilis","E29","Y",0
26,"opt","C","C17","Pisaura mirabilis","E29","Y",0
26,"opt","C","C18","Pisaura mirabilis","E30","Y",0
26,"opt","C","C18","Pisaura mirabilis","E30","Y",0
26,"opt","C","C18","Pisaura mirabilis","E30","Y",0
26,"opt","C","C19","Pisaura mirabilis","E33","Y",0
26,"opt","C","C19","Pisaura mirabilis","E33","Y",0
26,"opt","C","C19","Pisaura mirabilis","E33","Y",0
26,"opt","C","C19","Pisaura mirabilis","E33","Y",0
26,"opt","C","C20","Pisaura mirabilis","E46","Y",0
26,"opt","C","C20","Pisaura mirabilis","E46","Y",0
26,"opt","C","C20","Pisaura mirabilis","E46","Y",0
26,"opt","C","C21","Pisaura mirabilis","E37","Y",0
26,"opt","C","C22","Pisaura mirabilis","E26","Y",1
26,"opt","C","C22","Pisaura mirabilis","E26","Y",0
26,"opt","C","C22","Pisaura mirabilis","E26","Y",0
26,"opt","C","C22","Pisaura mirabilis","E26","Y",0
26,"opt","C","C23","Pisaura mirabilis","E41","Y",1
26,"opt","C","C23","Pisaura mirabilis","E41","Y",1
26,"opt","C","C23","Pisaura mirabilis","E41","Y",0
26,"opt","C","C23","Pisaura mirabilis","E41","Y",0
26,"opt","C","C24","Pisaura mirabilis","E27","Y",1
26,"opt","C","C24","Pisaura mirabilis","E27","Y",1
26,"opt","C","C24","Pisaura mirabilis","E27","Y",0
26,"opt","C","C24","Pisaura mirabilis","E27","Y",0
26,"opt","C","C24","Pisaura mirabilis","E27","Y",0
