Individual ,Temp.rearing,Rearing.T.value,Temp.treatment,Temp.value,Group,Dispersed,Sex,Length
I1,opt,33,high,37,13-May,0,M,0.290666667
I1,opt,33,high,37,13-May,0,M,0.253
I1,opt,33,high,37,13-May,0,M,0.243666667
I1,opt,33,high,37,13-May,0,M,0.275
I1,opt,33,high,37,13-May,0,F,0.310333333
I2,opt,33,high,37,13-May,0,M,0.253666667
I2,opt,33,high,37,13-May,0,M,0.239666667
I2,opt,33,high,37,13-May,0,M,0.246333333
I2,opt,33,high,37,13-May,0,M,0.255666667
I2,opt,33,high,37,13-May,0,F,0.299666667
I3,opt,33,high,37,13-May,0,M,0.269333333
I3,opt,33,high,37,13-May,0,M,0.279666667
I3,opt,33,high,37,13-May,0,M,0.259666667
I3,opt,33,high,37,13-May,0,M,0.228333333
I3,opt,33,high,37,13-May,0,M,0.229666667
I3,opt,33,high,37,13-May,0,F,0.317333333
I3,opt,33,high,37,13-May,0,F,0.301333333
I3,opt,33,high,37,13-May,0,F,0.323
I4,opt,33,high,37,13-May,0,M,0.273333333
I4,opt,33,high,37,13-May,0,M,0.249333333
I4,opt,33,high,37,13-May,0,M,0.264666667
I4,opt,33,high,37,13-May,0,M,0.250666667
I4,opt,33,high,37,13-May,0,M,0.282333333
I4,opt,33,high,37,13-May,0,F,0.289333333
I4,opt,33,high,37,13-May,0,F,0.282333333
D1,opt,33,high,37,13-May,1,M,0.282666667
D1,opt,33,high,37,13-May,1,F,0.346333333
D1,opt,33,high,37,13-May,1,F,0.299666667
D1,opt,33,high,37,13-May,1,F,0.291
D1,opt,33,high,37,13-May,1,F,0.322666667
D2,opt,33,high,37,13-May,1,M,0.264
D2,opt,33,high,37,13-May,1,F,0.304666667
D2,opt,33,high,37,13-May,1,F,0.356
D2,opt,33,high,37,13-May,1,F,0.302666667
D2,opt,33,high,37,13-May,1,F,0.346
D3,opt,33,high,37,13-May,1,F,0.306666667
D3,opt,33,high,37,13-May,1,F,0.293666667
D4,opt,33,high,37,13-May,1,F,0.305333333
D4,opt,33,high,37,13-May,1,F,0.330666667
D4,opt,33,high,37,13-May,1,F,0.338
I1,opt,33,opt,33,13-May,0,M,0.267
I1,opt,33,opt,33,13-May,0,M,0.241333333
I1,opt,33,opt,33,13-May,0,M,0.243666667
I1,opt,33,opt,33,13-May,0,M,0.273666667
I1,opt,33,opt,33,13-May,0,F,0.313333333
I1,opt,33,opt,33,13-May,0,F,0.272666667
I2,opt,33,opt,33,13-May,0,M,0.256666667
I2,opt,33,opt,33,13-May,0,M,0.241333333
I2,opt,33,opt,33,13-May,0,M,0.226
I2,opt,33,opt,33,13-May,0,M,0.237333333
I2,opt,33,opt,33,13-May,0,M,0.245
I2,opt,33,opt,33,13-May,0,F,0.308
I2,opt,33,opt,33,13-May,0,F,0.279
I2,opt,33,opt,33,13-May,0,F,0.312666667
I2,opt,33,opt,33,13-May,0,F,0.333
I3,opt,33,opt,33,13-May,0,M,0.254333333
I3,opt,33,opt,33,13-May,0,M,0.283666667
I3,opt,33,opt,33,13-May,0,M,0.282
I3,opt,33,opt,33,13-May,0,M,0.336333333
I3,opt,33,opt,33,13-May,0,M,0.266
I3,opt,33,opt,33,13-May,0,F,0.326666667
I3,opt,33,opt,33,13-May,0,F,0.330666667
I3,opt,33,opt,33,13-May,0,F,0.298
I3,opt,33,opt,33,13-May,0,F,0.318
I4,opt,33,opt,33,13-May,0,M,0.291
I4,opt,33,opt,33,13-May,0,M,0.224333333
I4,opt,33,opt,33,13-May,0,M,0.276666667
I4,opt,33,opt,33,13-May,0,F,0.299
D1,opt,33,opt,33,13-May,1,M,0.283
D1,opt,33,opt,33,13-May,1,F,0.326
D1,opt,33,opt,33,13-May,1,F,0.306
D1,opt,33,opt,33,13-May,1,F,0.304333333
D2,opt,33,opt,33,13-May,1,F,0.357
D3,opt,33,opt,33,13-May,1,F,0.288
D4,opt,33,opt,33,13-May,1,M,0.255333333
D4,opt,33,opt,33,13-May,1,F,0.316333333
D4,opt,33,opt,33,13-May,1,F,0.294666667
D4,opt,33,opt,33,13-May,1,F,0.304333333
D4,opt,33,opt,33,13-May,1,F,0.352666667
D4,opt,33,opt,33,13-May,1,F,0.392
I1,opt,33,low,22,13-May,0,M,0.222666667
I1,opt,33,low,22,13-May,0,M,0.254666667
I1,opt,33,low,22,13-May,0,M,0.279666667
I1,opt,33,low,22,13-May,0,M,0.260666667
I1,opt,33,low,22,13-May,0,M,0.254333333
I1,opt,33,low,22,13-May,0,F,0.312333333
I1,opt,33,low,22,13-May,0,F,0.321
I1,opt,33,low,22,13-May,0,F,0.368333333
I1,opt,33,low,22,13-May,0,F,0.300333333
I1,opt,33,low,22,13-May,0,F,0.359
I2,opt,33,low,22,13-May,0,M,0.270666667
I2,opt,33,low,22,13-May,0,M,0.239
I2,opt,33,low,22,13-May,0,M,0.253
I2,opt,33,low,22,13-May,0,M,0.279
I2,opt,33,low,22,13-May,0,M,0.271666667
I2,opt,33,low,22,13-May,0,F,0.301666667
I2,opt,33,low,22,13-May,0,F,0.283333333
I2,opt,33,low,22,13-May,0,F,0.316666667
I2,opt,33,low,22,13-May,0,F,0.300333333
I3,opt,33,low,22,13-May,0,M,0.248
I3,opt,33,low,22,13-May,0,M,0.25
I3,opt,33,low,22,13-May,0,M,0.281666667
I3,opt,33,low,22,13-May,0,M,0.24
I3,opt,33,low,22,13-May,0,M,0.268
I3,opt,33,low,22,13-May,0,F,0.290666667
I4,opt,33,low,22,13-May,0,M,0.223
I4,opt,33,low,22,13-May,0,M,0.300333333
I4,opt,33,low,22,13-May,0,M,0.234
I4,opt,33,low,22,13-May,0,M,0.269666667
I4,opt,33,low,22,13-May,0,M,0.257333333
I4,opt,33,low,22,13-May,0,F,0.322
D2,opt,33,low,22,13-May,1,F,0.311666667
D3,opt,33,low,22,13-May,1,F,0.286333333
D3,opt,33,low,22,13-May,1,F,0.291666667
D3,opt,33,low,22,13-May,1,F,0.304333333
D3,opt,33,low,22,13-May,1,F,0.340666667
D4,opt,33,low,22,13-May,1,F,0.305666667
D4,opt,33,low,22,13-May,1,F,0.291333333
D4,opt,33,low,22,13-May,1,F,0.287333333
D4,opt,33,low,22,13-May,1,F,0.316333333
I1,opt,33,lab,27,13-May,0,M,0.250333333
I1,opt,33,lab,27,13-May,0,M,0.26
I1,opt,33,lab,27,13-May,0,M,0.235
I1,opt,33,lab,27,13-May,0,M,0.228
I1,opt,33,lab,27,13-May,0,M,0.223
I1,opt,33,lab,27,13-May,0,F,0.255666667
I1,opt,33,lab,27,13-May,0,F,0.292333333
I1,opt,33,lab,27,13-May,0,F,0.351
I2,opt,33,lab,27,13-May,0,M,0.266333333
I2,opt,33,lab,27,13-May,0,M,0.271666667
I2,opt,33,lab,27,13-May,0,M,0.262
I2,opt,33,lab,27,13-May,0,M,0.271333333
I2,opt,33,lab,27,13-May,0,M,0.259
I2,opt,33,lab,27,13-May,0,F,0.326666667
I2,opt,33,lab,27,13-May,0,F,0.382
I3,opt,33,lab,27,13-May,0,M,0.255666667
I3,opt,33,lab,27,13-May,0,M,0.262666667
I3,opt,33,lab,27,13-May,0,M,0.267333333
I3,opt,33,lab,27,13-May,0,M,0.24
I3,opt,33,lab,27,13-May,0,M,0.264666667
I3,opt,33,lab,27,13-May,0,F,0.317666667
I3,opt,33,lab,27,13-May,0,F,0.315666667
I4,opt,33,lab,27,13-May,0,M,0.271666667
I4,opt,33,lab,27,13-May,0,M,0.295
I4,opt,33,lab,27,13-May,0,M,0.31
I4,opt,33,lab,27,13-May,0,M,0.225666667
I4,opt,33,lab,27,13-May,0,M,0.249333333
I4,opt,33,lab,27,13-May,0,F,0.280666667
I4,opt,33,lab,27,13-May,1,F,0.286666667
D1,opt,33,lab,27,13-May,1,F,0.319333333
D1,opt,33,lab,27,13-May,1,F,0.309666667
D2,opt,33,lab,27,13-May,1,F,0.293
D2,opt,33,lab,27,13-May,1,F,0.322
D2,opt,33,lab,27,13-May,1,F,0.334
D3,opt,33,lab,27,13-May,1,F,0.321666667
D3,opt,33,lab,27,13-May,1,F,0.300333333
D3,opt,33,lab,27,13-May,1,F,0.302
D4,opt,33,lab,27,13-May,1,F,0.293666667
D4,opt,33,lab,27,13-May,1,F,0.306333333
D4,opt,33,lab,27,13-May,1,F,0.312333333
I1,opt,33,lab,27,14-May,0,M,0.282666667
I1,opt,33,lab,27,14-May,0,M,0.250666667
I1,opt,33,lab,27,14-May,0,M,0.270666667
I1,opt,33,lab,27,14-May,0,M,0.286666667
I1,opt,33,lab,27,14-May,0,F,0.282
I1,opt,33,lab,27,14-May,0,F,0.328333333
I2,opt,33,lab,27,14-May,0,M,0.280666667
I2,opt,33,lab,27,14-May,0,M,0.270666667
I2,opt,33,lab,27,14-May,0,M,0.263666667
I2,opt,33,lab,27,14-May,0,M,0.262
I2,opt,33,lab,27,14-May,0,M,0.240666667
I2,opt,33,lab,27,14-May,0,F,0.281
I2,opt,33,lab,27,14-May,0,F,0.331666667
I2,opt,33,lab,27,14-May,0,F,0.308666667
I3,opt,33,lab,27,14-May,0,M,0.291
I3,opt,33,lab,27,14-May,0,M,0.279333333
I3,opt,33,lab,27,14-May,0,M,0.263
I3,opt,33,lab,27,14-May,0,F,0.304
I3,opt,33,lab,27,14-May,0,F,0.271333333
I4,opt,33,lab,27,14-May,0,M,0.291666667
I4,opt,33,lab,27,14-May,0,M,0.273
I4,opt,33,lab,27,14-May,0,M,0.266
I4,opt,33,lab,27,14-May,0,M,0.297333333
I4,opt,33,lab,27,14-May,0,M,0.265
I4,opt,33,lab,27,14-May,0,F,0.305333333
I4,opt,33,lab,27,14-May,0,F,0.290666667
D1,opt,33,lab,27,14-May,1,M,0.313666667
D1,opt,33,lab,27,14-May,1,M,0.328333333
D1,opt,33,lab,27,14-May,1,M,0.288666667
D1,opt,33,lab,27,14-May,1,F,0.288666667
D2,opt,33,lab,27,14-May,1,F,0.323
D2,opt,33,lab,27,14-May,1,F,0.318333333
D3,opt,33,lab,27,14-May,1,M,0.252333333
D3,opt,33,lab,27,14-May,1,M,0.269333333
D3,opt,33,lab,27,14-May,1,F,0.313666667
D3,opt,33,lab,27,14-May,1,F,0.312333333
D3,opt,33,lab,27,14-May,1,F,0.279666667
D4,opt,33,lab,27,14-May,1,F,0.322
D4,opt,33,lab,27,14-May,1,F,0.337333333
D4,opt,33,lab,27,14-May,1,F,0.340666667
I1,opt,33,high,37,14-May,0,M,0.274666667
I1,opt,33,high,37,14-May,0,M,0.269
I1,opt,33,high,37,14-May,0,M,0.279
I1,opt,33,high,37,14-May,0,M,0.248666667
I1,opt,33,high,37,14-May,0,F,0.257666667
I1,opt,33,high,37,14-May,0,F,0.301666667
I2,opt,33,high,37,14-May,0,M,0.273
I2,opt,33,high,37,14-May,0,M,0.257333333
I2,opt,33,high,37,14-May,0,M,0.246666667
I2,opt,33,high,37,14-May,0,M,0.268666667
I2,opt,33,high,37,14-May,0,M,0.268666667
I2,opt,33,high,37,14-May,0,F,0.263333333
I2,opt,33,high,37,14-May,0,F,0.319
I2,opt,33,high,37,14-May,0,F,0.302
I3,opt,33,high,37,14-May,0,M,0.243666667
I3,opt,33,high,37,14-May,0,M,0.275333333
I3,opt,33,high,37,14-May,0,M,0.226
I3,opt,33,high,37,14-May,0,M,0.285333333
I3,opt,33,high,37,14-May,0,F,0.306333333
I3,opt,33,high,37,14-May,0,F,0.302666667
I4,opt,33,high,37,14-May,0,M,0.261
I4,opt,33,high,37,14-May,0,M,0.256666667
I4,opt,33,high,37,14-May,0,M,0.270333333
I4,opt,33,high,37,14-May,0,M,0.249
I4,opt,33,high,37,14-May,0,F,0.334333333
D1,opt,33,high,37,14-May,1,M,0.300333333
D1,opt,33,high,37,14-May,1,F,0.302333333
D1,opt,33,high,37,14-May,1,F,0.318
D1,opt,33,high,37,14-May,1,F,0.309
D2,opt,33,high,37,14-May,1,F,0.330666667
D2,opt,33,high,37,14-May,1,F,0.312666667
D3,opt,33,high,37,14-May,1,M,0.256
D3,opt,33,high,37,14-May,1,F,0.346333333
D3,opt,33,high,37,14-May,1,F,0.313333333
D3,opt,33,high,37,14-May,1,F,0.355333333
D4,opt,33,high,37,14-May,1,M,0.262666667
D4,opt,33,high,37,14-May,1,F,0.316333333
D4,opt,33,high,37,14-May,1,F,0.285333333
D4,opt,33,high,37,14-May,1,F,0.333
D4,opt,33,high,37,14-May,1,F,0.311333333
I1,opt,33,high,37,14-May,0,M,0.253
I1,opt,33,high,37,14-May,0,M,0.259666667
I1,opt,33,high,37,14-May,0,M,0.265333333
I1,opt,33,high,37,14-May,0,F,0.327666667
I1,opt,33,high,37,14-May,0,F,0.292
I2,opt,33,high,37,14-May,0,M,0.279333333
I2,opt,33,high,37,14-May,0,M,0.243333333
I2,opt,33,high,37,14-May,0,M,0.233666667
I2,opt,33,high,37,14-May,0,M,0.272666667
I2,opt,33,high,37,14-May,0,M,0.251
I2,opt,33,high,37,14-May,0,F,0.340666667
I2,opt,33,high,37,14-May,0,F,0.298
I2,opt,33,high,37,14-May,0,F,0.325333333
I2,opt,33,high,37,14-May,0,F,0.3
I3,opt,33,high,37,14-May,0,M,0.240666667
I3,opt,33,high,37,14-May,0,M,0.240666667
I3,opt,33,high,37,14-May,0,M,0.246666667
I3,opt,33,high,37,14-May,0,M,0.257333333
I3,opt,33,high,37,14-May,0,M,0.295666667
I3,opt,33,high,37,14-May,0,F,0.289
I4,opt,33,high,37,14-May,0,M,0.249333333
I4,opt,33,high,37,14-May,0,M,0.236
I4,opt,33,high,37,14-May,0,M,0.262666667
I4,opt,33,high,37,14-May,0,M,0.278
I4,opt,33,high,37,14-May,0,F,0.317333333
I4,opt,33,high,37,14-May,0,F,0.311
D1,opt,33,high,37,14-May,1,M,0.264333333
D1,opt,33,high,37,14-May,1,M,0.227333333
D1,opt,33,high,37,14-May,1,F,0.329666667
D1,opt,33,high,37,14-May,1,F,0.301666667
D1,opt,33,high,37,14-May,1,F,0.300666667
D2,opt,33,high,37,14-May,1,F,0.316666667
D3,opt,33,high,37,14-May,1,F,0.323333333
D3,opt,33,high,37,14-May,1,F,0.324333333
D3,opt,33,high,37,14-May,1,F,0.309
D3,opt,33,high,37,14-May,1,F,0.299666667
D4,opt,33,high,37,14-May,1,M,0.251666667
D4,opt,33,high,37,14-May,1,F,0.348
D4,opt,33,high,37,14-May,1,F,0.353
D4,opt,33,high,37,14-May,1,F,0.319666667
I1,opt,33,opt,33,14-May,0,M,0.324333333
I1,opt,33,opt,33,14-May,0,M,0.262333333
I1,opt,33,opt,33,14-May,0,M,0.263
I1,opt,33,opt,33,14-May,0,M,0.249666667
I1,opt,33,opt,33,14-May,0,M,0.326333333
I1,opt,33,opt,33,14-May,0,F,0.316666667
I1,opt,33,opt,33,14-May,0,F,0.313333333
I1,opt,33,opt,33,14-May,0,F,0.332333333
I2,opt,33,opt,33,14-May,0,M,0.255333333
I2,opt,33,opt,33,14-May,0,M,0.233333333
I2,opt,33,opt,33,14-May,0,M,0.245333333
I2,opt,33,opt,33,14-May,0,M,0.235333333
I2,opt,33,opt,33,14-May,0,F,0.287
I2,opt,33,opt,33,14-May,0,F,0.301333333
I2,opt,33,opt,33,14-May,0,F,0.322666667
I3,opt,33,opt,33,14-May,0,M,0.265333333
I3,opt,33,opt,33,14-May,0,M,0.227666667
I3,opt,33,opt,33,14-May,0,M,0.292
I3,opt,33,opt,33,14-May,0,M,0.279333333
I3,opt,33,opt,33,14-May,0,M,0.252333333
I3,opt,33,opt,33,14-May,0,F,0.312666667
I3,opt,33,opt,33,14-May,0,F,0.285333333
I3,opt,33,opt,33,14-May,0,F,0.301333333
I3,opt,33,opt,33,14-May,0,F,0.278666667
I4,opt,33,opt,33,14-May,0,M,0.263333333
I4,opt,33,opt,33,14-May,0,M,0.356333333
I4,opt,33,opt,33,14-May,0,M,0.259666667
I4,opt,33,opt,33,14-May,0,M,0.259333333
I4,opt,33,opt,33,14-May,0,M,0.277333333
I4,opt,33,opt,33,14-May,0,F,0.364666667
I4,opt,33,opt,33,14-May,0,F,0.314333333
I4,opt,33,opt,33,14-May,0,F,0.329666667
I4,opt,33,opt,33,14-May,0,F,0.291666667
D1,opt,33,opt,33,14-May,1,F,0.305666667
D1,opt,33,opt,33,14-May,1,F,0.299
D2,opt,33,opt,33,14-May,1,M,0.24
D2,opt,33,opt,33,14-May,1,F,0.327333333
D2,opt,33,opt,33,14-May,1,F,0.291666667
D3,opt,33,opt,33,14-May,1,F,0.322666667
D4,opt,33,opt,33,14-May,1,F,0.339333333
I1,high,37,low,22,13-May,0,M,0.282333333
I1,high,37,low,22,13-May,0,M,0.302333333
I1,high,37,low,22,13-May,0,M,0.318
I1,high,37,low,22,13-May,0,M,0.302666667
I1,high,37,low,22,13-May,0,M,0.295333333
I1,high,37,low,22,13-May,0,F,0.290333333
I1,high,37,low,22,13-May,0,F,0.296333333
I2,high,37,low,22,13-May,0,M,0.239333333
I2,high,37,low,22,13-May,0,M,0.262
I2,high,37,low,22,13-May,0,M,0.266666667
I2,high,37,low,22,13-May,0,M,0.266
I2,high,37,low,22,13-May,0,F,0.289666667
I2,high,37,low,22,13-May,0,F,0.288
I2,high,37,low,22,13-May,0,F,0.270666667
I3,high,37,low,22,13-May,0,M,0.297
I3,high,37,low,22,13-May,0,M,0.303666667
I3,high,37,low,22,13-May,0,M,0.271666667
I3,high,37,low,22,13-May,0,M,0.266
I3,high,37,low,22,13-May,0,M,0.254
I3,high,37,low,22,13-May,0,F,0.289666667
I4,high,37,low,22,13-May,0,M,0.249666667
I4,high,37,low,22,13-May,0,M,0.267
I4,high,37,low,22,13-May,0,M,0.255666667
I4,high,37,low,22,13-May,0,M,0.255
I4,high,37,low,22,13-May,0,F,0.305333333
I4,high,37,low,22,13-May,0,F,0.321666667
I4,high,37,low,22,13-May,0,F,0.310666667
D1,high,37,low,22,13-May,1,F,0.295
D1,high,37,low,22,13-May,1,F,0.286666667
D1,high,37,low,22,13-May,1,F,0.326333333
D2,high,37,low,22,13-May,1,M,0.311333333
D2,high,37,low,22,13-May,1,F,0.332
D2,high,37,low,22,13-May,1,F,0.291
D3,high,37,low,22,13-May,1,F,0.296333333
D3,high,37,low,22,13-May,1,F,0.312333333
D3,high,37,low,22,13-May,1,F,0.287
D3,high,37,low,22,13-May,1,F,0.310666667
D4,high,37,low,22,13-May,1,M,0.268333333
D4,high,37,low,22,13-May,1,F,0.350666667
D4,high,37,low,22,13-May,1,F,0.306666667
I1,high,37,opt,33,13-May,0,M,0.275333333
I1,high,37,opt,33,13-May,0,M,0.270666667
I1,high,37,opt,33,13-May,0,M,0.278
I1,high,37,opt,33,13-May,0,M,0.305
I1,high,37,opt,33,13-May,0,F,0.317666667
I1,high,37,opt,33,13-May,0,F,0.312333333
I1,high,37,opt,33,13-May,0,F,0.313666667
I1,high,37,opt,33,13-May,0,F,0.347333333
I2,high,37,opt,33,13-May,0,M,0.248333333
I2,high,37,opt,33,13-May,0,M,0.325333333
I2,high,37,opt,33,13-May,0,M,0.270333333
I2,high,37,opt,33,13-May,0,M,0.258
I2,high,37,opt,33,13-May,0,F,0.281
I2,high,37,opt,33,13-May,0,F,0.295666667
I2,high,37,opt,33,13-May,0,F,0.306666667
I3,high,37,opt,33,13-May,0,M,0.477333333
I3,high,37,opt,33,13-May,0,M,0.388
I3,high,37,opt,33,13-May,0,M,0.425666667
