Temp.value,Temp.treatment,Room,System,Species,Mesocosm,Survived,Dispersed
18,low,A,A9,Pardosa sp,E45,N,NA
18,low,A,A11,Pardosa sp,E43,Y,0
18,low,A,A11,Pardosa sp,E43,Y,0
18,low,A,A11,Pardosa sp,E43,Y,0
18,low,A,A11,Pardosa sp,E43,Y,0
18,low,A,A11,Pardosa sp,E43,Y,0
18,low,A,A12,Pardosa sp,E40,Y,0
18,low,A,A12,Pardosa sp,E40,Y,0
18,low,A,A12,Pardosa sp,E40,Y,0
18,low,A,A12,Pardosa sp,E40,Y,0
18,low,A,A12,Pardosa sp,E40,Y,0
18,low,A,A13,Pardosa sp,E46,Y,0
18,low,A,A13,Pardosa sp,E46,Y,0
18,low,A,A13,Pardosa sp,E46,Y,0
18,low,A,A13,Pardosa sp,E46,Y,0
18,low,A,A13,Pardosa sp,E46,N,NA
18,low,A,A14,Pardosa sp,E47,Y,0
18,low,A,A14,Pardosa sp,E47,Y,0
18,low,A,A14,Pardosa sp,E47,Y,0
18,low,A,A14,Pardosa sp,E47,Y,0
18,low,A,A14,Pardosa sp,E47,N,NA
18,low,A,A16,Pardosa sp,E26,Y,1
18,low,A,A16,Pardosa sp,E26,Y,0
18,low,A,A16,Pardosa sp,E26,Y,0
18,low,A,A16,Pardosa sp,E26,Y,0
18,low,A,A16,Pardosa sp,E26,N,NA
22,medium.low,B,B1,Pardosa sp,E25,Y,0
22,medium.low,B,B1,Pardosa sp,E25,Y,0
22,medium.low,B,B1,Pardosa sp,E25,Y,0
22,medium.low,B,B1,Pardosa sp,E25,N,NA
22,medium.low,B,B1,Pardosa sp,E25,N,NA
22,medium.low,B,B2,Pardosa sp,E44,Y,1
22,medium.low,B,B2,Pardosa sp,E44,Y,0
22,medium.low,B,B2,Pardosa sp,E44,Y,0
22,medium.low,B,B2,Pardosa sp,E44,Y,0
22,medium.low,B,B2,Pardosa sp,E44,Y,0
22,medium.low,B,B3,Pardosa sp,E33,Y,0
22,medium.low,B,B3,Pardosa sp,E33,Y,0
22,medium.low,B,B3,Pardosa sp,E33,Y,0
22,medium.low,B,B3,Pardosa sp,E33,Y,0
22,medium.low,B,B3,Pardosa sp,E33,Y,0
22,medium.low,B,B4,Pardosa sp,E37,Y,0
22,medium.low,B,B4,Pardosa sp,E37,Y,0
22,medium.low,B,B4,Pardosa sp,E37,Y,0
22,medium.low,B,B4,Pardosa sp,E37,Y,0
22,medium.low,B,B4,Pardosa sp,E37,Y,0
22,medium.low,B,B5,Pardosa sp,E41,Y,0
22,medium.low,B,B5,Pardosa sp,E41,Y,0
22,medium.low,B,B5,Pardosa sp,E41,Y,0
22,medium.low,B,B5,Pardosa sp,E41,Y,0
22,medium.low,B,B5,Pardosa sp,E41,Y,0
22,medium.low,B,B6,Pardosa sp,E32,Y,0
22,medium.low,B,B6,Pardosa sp,E32,Y,0
22,medium.low,B,B6,Pardosa sp,E32,Y,0
22,medium.low,B,B6,Pardosa sp,E32,Y,0
22,medium.low,B,B6,Pardosa sp,E32,Y,0
22,medium.low,B,B7,Pardosa sp,E27,Y,0
22,medium.low,B,B7,Pardosa sp,E27,Y,0
22,medium.low,B,B7,Pardosa sp,E27,Y,0
22,medium.low,B,B7,Pardosa sp,E27,N,NA
22,medium.low,B,B7,Pardosa sp,E27,N,NA
22,medium.low,B,B8,Pardosa sp,E28,Y,0
22,medium.low,B,B8,Pardosa sp,E28,Y,0
22,medium.low,B,B8,Pardosa sp,E28,Y,0
22,medium.low,B,B8,Pardosa sp,E28,Y,0
22,medium.low,B,B8,Pardosa sp,E28,Y,0
22,medium.low,B,B9,Pardosa sp,E45,Y,0
22,medium.low,B,B9,Pardosa sp,E45,Y,0
22,medium.low,B,B9,Pardosa sp,E45,Y,0
22,medium.low,B,B9,Pardosa sp,E45,Y,0
22,medium.low,B,B9,Pardosa sp,E45,Y,0
22,medium.low,B,B11,Pardosa sp,E43,Y,1
22,medium.low,B,B11,Pardosa sp,E43,Y,1
22,medium.low,B,B11,Pardosa sp,E43,Y,0
22,medium.low,B,B11,Pardosa sp,E43,Y,0
22,medium.low,B,B11,Pardosa sp,E43,Y,0
22,medium.low,B,B12,Pardosa sp,E40,Y,0
22,medium.low,B,B12,Pardosa sp,E40,Y,0
22,medium.low,B,B12,Pardosa sp,E40,Y,0
22,medium.low,B,B12,Pardosa sp,E40,Y,0
22,medium.low,B,B12,Pardosa sp,E40,Y,0
22,medium.low,B,B13,Pardosa sp,E46,Y,1
22,medium.low,B,B13,Pardosa sp,E46,Y,0
22,medium.low,B,B13,Pardosa sp,E46,Y,0
22,medium.low,B,B13,Pardosa sp,E46,Y,0
22,medium.low,B,B13,Pardosa sp,E46,N,NA
22,medium.low,B,B14,Pardosa sp,E47,Y,1
22,medium.low,B,B14,Pardosa sp,E47,Y,0
22,medium.low,B,B14,Pardosa sp,E47,Y,0
22,medium.low,B,B14,Pardosa sp,E47,Y,0
22,medium.low,B,B14,Pardosa sp,E47,Y,0
22,medium.low,B,B16,Pardosa sp,E26,Y,0
22,medium.low,B,B16,Pardosa sp,E26,Y,0
22,medium.low,B,B16,Pardosa sp,E26,Y,0
22,medium.low,B,B16,Pardosa sp,E26,Y,0
22,medium.low,B,B16,Pardosa sp,E26,Y,0
26,opt,C,C1,Pardosa sp,E25,Y,0
26,opt,C,C1,Pardosa sp,E25,Y,0
26,opt,C,C1,Pardosa sp,E25,Y,0
26,opt,C,C1,Pardosa sp,E25,N,NA
26,opt,C,C1,Pardosa sp,E25,N,NA
26,opt,C,C2,Pardosa sp,E44,Y,0
26,opt,C,C2,Pardosa sp,E44,Y,0
26,opt,C,C2,Pardosa sp,E44,Y,0
26,opt,C,C2,Pardosa sp,E44,Y,0
26,opt,C,C2,Pardosa sp,E44,Y,0
26,opt,C,C3,Pardosa sp,E33,Y,1
26,opt,C,C3,Pardosa sp,E33,Y,1
26,opt,C,C3,Pardosa sp,E33,Y,0
26,opt,C,C3,Pardosa sp,E33,Y,0
26,opt,C,C3,Pardosa sp,E33,N,NA
26,opt,C,C4,Pardosa sp,E37,Y,0
26,opt,C,C4,Pardosa sp,E37,Y,0
26,opt,C,C4,Pardosa sp,E37,Y,0
26,opt,C,C4,Pardosa sp,E37,Y,0
26,opt,C,C4,Pardosa sp,E37,Y,0
26,opt,C,C5,Pardosa sp,E41,Y,0
26,opt,C,C5,Pardosa sp,E41,Y,0
26,opt,C,C5,Pardosa sp,E41,Y,0
26,opt,C,C5,Pardosa sp,E41,Y,0
26,opt,C,C5,Pardosa sp,E41,Y,0
26,opt,C,C6,Pardosa sp,E32,Y,0
26,opt,C,C6,Pardosa sp,E32,Y,0
26,opt,C,C6,Pardosa sp,E32,Y,0
26,opt,C,C6,Pardosa sp,E32,Y,0
26,opt,C,C6,Pardosa sp,E32,Y,0
26,opt,C,C7,Pardosa sp,E27,Y,1
26,opt,C,C7,Pardosa sp,E27,Y,0
26,opt,C,C7,Pardosa sp,E27,Y,0
26,opt,C,C7,Pardosa sp,E27,Y,0
26,opt,C,C7,Pardosa sp,E27,Y,0
26,opt,C,C8,Pardosa sp,E28,Y,1
26,opt,C,C8,Pardosa sp,E28,Y,1
26,opt,C,C8,Pardosa sp,E28,Y,0
26,opt,C,C8,Pardosa sp,E28,Y,0
26,opt,C,C8,Pardosa sp,E28,Y,0
26,opt,C,C9,Pardosa sp,E45,Y,1
26,opt,C,C9,Pardosa sp,E45,Y,0
26,opt,C,C9,Pardosa sp,E45,Y,0
26,opt,C,C9,Pardosa sp,E45,Y,0
26,opt,C,C9,Pardosa sp,E45,N,NA
26,opt,C,C11,Pardosa sp,E43,Y,1
26,opt,C,C11,Pardosa sp,E43,Y,1
26,opt,C,C11,Pardosa sp,E43,Y,0
26,opt,C,C11,Pardosa sp,E43,Y,0
26,opt,C,C11,Pardosa sp,E43,N,NA
26,opt,C,C12,Pardosa sp,E40,Y,1
26,opt,C,C12,Pardosa sp,E40,Y,0
26,opt,C,C12,Pardosa sp,E40,Y,0
26,opt,C,C12,Pardosa sp,E40,Y,0
26,opt,C,C12,Pardosa sp,E40,Y,0
26,opt,C,C13,Pardosa sp,E46,Y,0
26,opt,C,C13,Pardosa sp,E46,Y,0
26,opt,C,C13,Pardosa sp,E46,Y,0
26,opt,C,C13,Pardosa sp,E46,Y,0
26,opt,C,C13,Pardosa sp,E46,Y,0
26,opt,C,C14,Pardosa sp,E47,Y,0
26,opt,C,C14,Pardosa sp,E47,Y,0
26,opt,C,C14,Pardosa sp,E47,Y,0
26,opt,C,C14,Pardosa sp,E47,Y,0
26,opt,C,C14,Pardosa sp,E47,N,NA
26,opt,C,C16,Pardosa sp,E26,Y,1
26,opt,C,C16,Pardosa sp,E26,Y,0
26,opt,C,C16,Pardosa sp,E26,Y,0
26,opt,C,C16,Pardosa sp,E26,Y,0
26,opt,C,C16,Pardosa sp,E26,N,NA
